entity_id,entity_type,department,home_country,default_city,default_ip,default_device,preferred_login_window,preferred_auth_method,preferred_resources
5a309be5-3a4e-4df9-b4a6-da30d0cb1abe,User,Sales,Nicaragua,Bryanberg,171.96.144.40,Windows 10 - Chrome,11:00-19:00,Hardware Token,AWS Console
b9546795-159b-4e4e-b5b0-72d26440d6c4,User,Sales,Ghana,Melanieview,1.55.48.148,macOS 13 - Safari,06:00-14:00,Password,"Jira,VPN,Intranet"
992fcefa-b49b-40f5-9250-5ae1365fe00c,User,Engineering,Aruba,Hernandezburgh,70.78.108.235,Windows 11 - Safari,09:00-17:00,SSO,"Email,Intranet,CRM"
f8c697be-5a29-4c3f-a6ee-ea9c8a718104,User,HR,Marshall Islands,West Arthur,147.37.95.154,Windows 11 - Chrome,11:00-19:00,Password,"CRM,Database,AWS Console,GitLab"
60503686-4597-4515-9515-af670a61fe26,Device,IT,Croatia,Evanston,219.155.99.227,App Server,11:00-19:00,Hardware Token,GitLab
7008b990-f858-47ef-ab49-907e3eef109c,User,Marketing,Bhutan,Wendyburgh,105.132.101.32,macOS 13 - Firefox,11:00-19:00,MFA,"Jira,Intranet,Database,Email"
e246d8c7-b708-499c-80ee-9b325eeaccd6,User,HR,United Arab Emirates,Dylanfort,203.5.178.164,Ubuntu 22.04 - Chrome,11:00-20:00,MFA,Intranet
ac275e03-93ca-46b6-89f9-075fd9ff43b6,User,IT,Benin,Port Meredithshire,212.78.107.124,Windows 10 - Firefox,09:00-18:00,MFA,Database
8a8dfc17-6970-44f6-9062-fcb127519c4e,User,Finance,British Virgin Islands,North Jenny,119.174.220.124,Ubuntu 22.04 - Edge,10:00-19:00,MFA,VPN
9208a73a-c5be-42f1-b786-1e45f262bd3f,User,IT,Anguilla,Nataliebury,48.185.52.86,macOS 13 - Firefox,07:00-17:00,Password,"CRM,HRIS,Jira,Database"
0a08ea4e-dd0d-4648-a5c9-3733afbe5e02,User,Marketing,Anguilla,Nguyenville,167.140.161.124,Ubuntu 22.04 - Chrome,08:00-16:00,Hardware Token,Jira
78eb4913-3bae-4ba8-96e9-3883c1824ec6,Device,IT,Korea,New Amystad,69.224.81.22,IoT Sensor,06:00-14:00,Biometric,"VPN,Confluence,AWS Console"
db7d2f0e-0f6d-40ee-b788-99a1eb015c21,User,Finance,Mali,East Nicholasberg,104.242.150.47,Ubuntu 22.04 - Chrome,11:00-20:00,SSO,"Database,VPN,AWS Console"
4da81432-2a04-4106-b924-e686afa4dc1c,User,Executive,Lithuania,West Elizabethland,158.218.172.72,Windows 11 - Edge,08:00-17:00,Biometric,HRIS
b85bb645-594e-46fe-aa09-433c0421b2b1,User,IT,Cook Islands,Port Ashley,39.55.250.86,macOS 13 - Firefox,07:00-15:00,Password,"Intranet,Database"
b02e58ff-786a-4a70-9727-85c3d0429717,User,Executive,Hong Kong,Jonathanbury,44.55.112.82,macOS 13 - Firefox,07:00-17:00,SSO,"Confluence,Database,GitLab"
3e701336-9750-47e7-987e-31e96c0a76fb,Device,IT,Bulgaria,West Christophermouth,26.133.26.66,Database Server,06:00-15:00,Biometric,"CRM,HRIS,AWS Console,GitLab"
59bdedb7-0a38-4760-83ca-8970fcaf1156,User,Sales,Bhutan,Kristyfurt,160.122.224.77,macOS 13 - Chrome,10:00-18:00,Password,"VPN,AWS Console,Confluence"
51872cc7-2cbf-47ff-9773-74c5ad00dbe4,User,Executive,Guatemala,Robinville,208.253.217.250,Windows 11 - Firefox,09:00-17:00,Biometric,"VPN,Jira,Intranet,Confluence"
70c40e6f-9446-43b8-a846-5d6692a1e3cc,User,Finance,Korea,Gilberttown,85.163.219.39,Windows 10 - Chrome,09:00-18:00,Password,"AWS Console,Intranet"
65261fd8-ca3c-472b-9d13-09bae81c66a0,User,HR,Liberia,Lake Eric,152.17.92.186,macOS 13 - Edge,06:00-16:00,MFA,"HRIS,Intranet,VPN,Email"
3307c23c-f78b-4a0b-9f04-19a6972a5e91,User,Finance,Faroe Islands,Shellyland,107.138.26.18,Ubuntu 22.04 - Chrome,07:00-16:00,Hardware Token,"CRM,GitLab,AWS Console"
020d82cb-4406-4fee-89a9-8e1ed015d1c3,User,Finance,Montenegro,New Joshua,14.46.14.213,Ubuntu 22.04 - Firefox,06:00-14:00,Hardware Token,"GitLab,AWS Console,Intranet"
f2731949-ed72-4074-8474-131f299e1354,User,IT,Saint Martin,Lake Kevin,192.100.202.178,macOS 13 - Chrome,07:00-15:00,MFA,"AWS Console,Email,HRIS,Intranet"
e71f1d71-2cc5-47dd-a4eb-5f03d10c2d99,User,Sales,Canada,Port Megan,193.67.149.36,Windows 10 - Firefox,10:00-20:00,SSO,"Confluence,GitLab,Email"
8775818a-079b-4984-8d24-76590da21c84,User,HR,Myanmar,Chambershaven,91.197.187.54,Windows 10 - Chrome,08:00-18:00,SSO,"AWS Console,GitLab"
84b3dcf5-eab0-463d-9d98-5e9a2c3e1c92,User,Sales,Thailand,North Brittanyside,216.144.186.158,Windows 10 - Edge,09:00-18:00,Hardware Token,Database
fc002d59-4b24-49fe-a21a-06c7cce9c5b9,User,IT,Vanuatu,Robinsonmouth,146.245.110.80,Windows 11 - Chrome,09:00-18:00,MFA,"GitLab,CRM,Intranet"
03fbcf41-2b91-4030-9e87-7aa79a5a6782,Device,IT,Kyrgyz Republic,Kingtown,213.54.170.8,App Server,10:00-19:00,MFA,AWS Console
e2043d77-b4d9-41f5-b904-fc345289b410,User,Engineering,Estonia,Simmonsfort,144.93.163.177,Windows 11 - Edge,11:00-20:00,SSO,"CRM,Email,Intranet,Jira"
efe875a2-0faa-40c2-b40c-e1b157ad9216,Device,IT,Holy See (Vatican City State),Youngchester,138.154.102.250,IoT Sensor,06:00-14:00,Password,Jira
af5c3f05-af93-4847-a50d-a63094081811,Device,IT,Poland,Jenkinston,132.194.67.175,App Server,09:00-19:00,Hardware Token,"HRIS,Intranet"
defd1145-3e40-4d27-b2b4-029efd2c6ebe,User,Finance,Greenland,Gabrielaburgh,222.18.78.39,Ubuntu 22.04 - Chrome,07:00-17:00,MFA,"Jira,AWS Console,Database"
3f043190-0509-47a9-9a19-862325a64305,User,IT,Yemen,East Jessicaside,14.86.202.152,Windows 11 - Chrome,07:00-17:00,MFA,"Confluence,HRIS"
f82c790c-a0cf-4305-944d-056b29147d82,Device,IT,Afghanistan,Jonesmouth,149.189.90.31,IoT Sensor,06:00-14:00,SSO,"GitLab,Confluence,VPN"
8a015bcf-9f44-45ca-9834-688e8a087712,User,Sales,Andorra,Martinezton,135.3.48.239,macOS 13 - Safari,07:00-16:00,MFA,"Jira,GitLab,CRM"
d602b720-222b-4bdf-8b67-f0b6718d30c4,User,Marketing,Czech Republic,Gregoryton,111.232.26.214,Ubuntu 22.04 - Chrome,11:00-19:00,Hardware Token,"Email,VPN,CRM"
9ffe261c-d987-4285-a2a3-e37c6e13f343,User,Finance,Solomon Islands,New Christopher,157.15.156.10,Windows 10 - Safari,11:00-19:00,Biometric,"HRIS,Jira"
f2258ff6-2b01-4c84-aa8a-fef02f0462e2,Device,IT,Liechtenstein,Lewisville,113.249.122.121,App Server,08:00-17:00,Password,"HRIS,Confluence,GitLab,Jira"
ed4f517a-1d67-4223-850a-f14a460b2643,User,Marketing,Aruba,Valenciaville,198.227.42.72,Windows 10 - Chrome,06:00-15:00,Biometric,Database
795edb15-ad77-4d81-8a17-bdcac37577cc,User,HR,Malaysia,Dawnberg,158.28.31.237,macOS 13 - Edge,11:00-21:00,Hardware Token,"VPN,Jira,Database"
14585398-83bc-44a7-8774-21f98091373b,User,Finance,Somalia,Hunterstad,76.78.208.183,macOS 13 - Firefox,09:00-18:00,Password,"Email,AWS Console"
d95a6a6d-cdb7-4584-b976-51b12dcb683d,User,Engineering,Canada,Port Angelicaborough,24.225.181.197,Windows 10 - Safari,06:00-16:00,Biometric,"GitLab,Jira,Database"
d4749bf2-0e9e-4de6-993f-9c8dd8da63ce,User,Sales,Angola,East Briana,151.221.192.8,macOS 13 - Edge,10:00-20:00,Biometric,Database
9acf9618-d15c-4391-b6b9-60e83fb81af3,User,HR,Tanzania,North Jason,108.90.108.36,Ubuntu 22.04 - Chrome,11:00-19:00,Biometric,Database
8985a8c9-2f34-4a0e-81b6-88f689100ac7,User,Executive,Bouvet Island (Bouvetoya),Millerside,62.130.207.140,Ubuntu 22.04 - Safari,07:00-17:00,MFA,"GitLab,AWS Console,VPN,HRIS"
fa96e0f3-7f69-41fb-8866-360a370d33d0,User,Operations,Ireland,New Kimberly,106.252.195.15,Windows 11 - Safari,09:00-18:00,Hardware Token,"Jira,Database"
9a738424-55bb-4183-bf25-f990c0e090f5,User,Marketing,Montenegro,Port Mariachester,70.155.13.0,Windows 11 - Chrome,09:00-19:00,Password,"VPN,HRIS"
12798ef0-5521-4906-80d4-0dc42f925bda,User,Engineering,Holy See (Vatican City State),Juliamouth,52.49.1.69,Ubuntu 22.04 - Firefox,07:00-17:00,MFA,"Email,GitLab,HRIS"
22066daa-170b-45be-827c-c7b0a0d5cc41,User,Engineering,Cote d'Ivoire,West Gabriel,110.39.109.225,Windows 10 - Chrome,09:00-19:00,MFA,Confluence
28686aaf-c34a-450d-ad92-3c9f2ee3c0ce,User,HR,Kuwait,South Davidborough,118.171.143.7,Ubuntu 22.04 - Safari,09:00-19:00,SSO,"GitLab,AWS Console"
68f05bfe-942f-4472-96ec-090865cd5f30,User,Executive,Micronesia,Jaimemouth,6.185.210.234,Windows 11 - Chrome,08:00-16:00,Biometric,AWS Console
d853f254-3e4e-42b0-a455-f5b6162aaecc,User,Executive,Brunei Darussalam,Craigmouth,90.18.216.8,Windows 11 - Safari,06:00-14:00,Password,"AWS Console,Intranet"
080d12b1-89d1-484d-bf2e-780cca93e29e,User,Operations,Ecuador,New Nicholas,123.162.190.15,Windows 11 - Firefox,09:00-17:00,Hardware Token,"Intranet,Confluence"
aa016ae2-b8fd-4e2f-b930-a5730ecb4eb3,Device,IT,Russian Federation,Lake Alexander,48.176.186.236,Load Balancer,09:00-19:00,MFA,"GitLab,HRIS,Email,Database"
e8ddafc6-a166-4b41-8832-1f9abee818c0,User,Operations,Liberia,Raymondberg,25.18.118.0,macOS 13 - Firefox,06:00-14:00,Hardware Token,"Database,HRIS"
a734a0eb-ffa2-463b-a851-948fb9a89d9e,Device,IT,Bangladesh,North Melissa,30.3.43.224,IoT Sensor,11:00-20:00,Password,"CRM,AWS Console,Intranet,GitLab"
fe9f38e7-d308-454d-90a4-743063f49ad6,User,Executive,Lithuania,East Ashleybury,69.157.213.14,Windows 11 - Edge,07:00-16:00,SSO,"VPN,Jira"
29c87e30-4aa9-4bcb-a671-0132787efa7f,User,Marketing,British Virgin Islands,East Angela,153.6.144.36,Ubuntu 22.04 - Firefox,10:00-18:00,Biometric,"VPN,GitLab,HRIS,Email"
624ed80d-d494-469a-99ce-5768360500dd,User,Finance,Togo,East Meganside,171.131.17.219,Windows 10 - Firefox,08:00-17:00,Password,GitLab
fe6629e9-c096-4887-9792-8c61cd28708a,User,Executive,Costa Rica,Muellershire,10.126.154.147,Windows 10 - Chrome,10:00-18:00,MFA,"Database,Email"
b04dd957-ad62-462e-ace5-bd58ff0100a0,Device,IT,Belgium,Fosterborough,54.101.89.22,Database Server,11:00-20:00,Hardware Token,"Database,Jira"
32f78952-e4bd-4e88-9df7-62f14c834967,User,Operations,Uganda,Davidville,111.234.116.91,Windows 10 - Chrome,11:00-19:00,Password,"GitLab,CRM,HRIS,Email"
1d7bd8a8-00de-4136-991b-e9137ed50853,User,Operations,Qatar,Hannahville,104.96.54.13,macOS 13 - Edge,10:00-18:00,Hardware Token,"Email,VPN,Intranet,GitLab"
ae055fdf-4e59-4628-9660-36ba4de0c21e,User,Sales,Libyan Arab Jamahiriya,Port Garytown,75.246.150.4,Windows 11 - Edge,07:00-15:00,MFA,"VPN,GitLab,Intranet"
2779c2bd-ed64-4fb3-be5d-fb5f037b0a67,User,Engineering,Qatar,West Jacquelinetown,36.143.134.222,Windows 11 - Edge,10:00-19:00,Password,"VPN,Jira,Database"
ecf54220-b8fa-4273-ab98-47bda606e4fc,User,Engineering,Netherlands,Ochoamouth,7.65.119.36,macOS 13 - Chrome,10:00-19:00,Biometric,"Database,VPN,Confluence"
3fdabf32-b1a1-40e1-a901-d8672958835c,User,IT,Tuvalu,South Thomastown,30.10.62.109,Ubuntu 22.04 - Chrome,10:00-18:00,Hardware Token,"GitLab,Confluence,Jira,VPN"
8e700596-2a0e-4cbb-98b0-3cd6677fd37a,User,IT,Somalia,Heatherfort,129.150.84.100,Windows 11 - Firefox,06:00-16:00,Hardware Token,"Email,Jira"
bb206239-eb93-4716-95c4-dc4fa0c4919c,User,IT,Somalia,North Christopherport,94.81.209.42,Ubuntu 22.04 - Chrome,11:00-19:00,Password,"Intranet,AWS Console,HRIS"
6f2b6933-81cd-4e89-a9e3-5869fa8f963a,User,Finance,Chile,Andrewsborough,104.226.40.120,macOS 13 - Chrome,08:00-16:00,Password,"VPN,Confluence,Email,Jira"
355b2d0e-3810-4a3a-9359-402cecf167e3,Device,IT,Lesotho,South Jonathanstad,222.10.147.159,App Server,09:00-19:00,SSO,"CRM,VPN,Intranet"
7d0758d0-2e55-4afd-8b2e-ee0f0f581d53,User,IT,Bhutan,North Edwardfort,34.71.105.219,Windows 10 - Safari,07:00-17:00,SSO,"GitLab,Database,Confluence"
d4190b42-4ab6-4a22-bbb4-541a31dd114c,User,Marketing,Niger,South Amanda,11.163.236.190,Ubuntu 22.04 - Chrome,11:00-20:00,SSO,Confluence
dfa0d488-4533-4639-b12b-05785ec7b5bf,User,Executive,Bahrain,Porterburgh,91.125.212.131,macOS 13 - Edge,08:00-18:00,MFA,"Email,AWS Console"
00620802-95c4-4149-9e75-999eb075c915,User,Operations,Sri Lanka,South Trevorview,11.88.86.22,macOS 13 - Edge,06:00-16:00,Hardware Token,"Jira,GitLab,Intranet,CRM"
96bd7e2e-cbea-4835-80ab-cb1084733e2a,User,Executive,Kenya,Proctorberg,214.39.152.145,Windows 10 - Safari,09:00-18:00,Biometric,Email
c2147173-8f7b-4044-a86c-5db0b088230f,User,Operations,Togo,Woodsmouth,104.81.120.146,Ubuntu 22.04 - Safari,06:00-16:00,Password,"Jira,Intranet,Database,HRIS"
e13b4ce2-5743-4941-a5a2-d3b09f8d634d,User,Engineering,Nicaragua,Taylorfort,43.25.52.72,Ubuntu 22.04 - Firefox,10:00-18:00,SSO,Database
8cb8ae49-5944-4a9d-9c10-bfc842d48db3,User,Operations,Jamaica,Brentborough,89.250.176.215,Ubuntu 22.04 - Firefox,10:00-18:00,SSO,"GitLab,VPN,CRM,Email"
16151fca-01af-4c33-b5c6-0e2a58df5c49,Device,IT,Ghana,Jessicaview,144.41.54.50,Network Router,10:00-20:00,SSO,HRIS
8ba4b7b6-56ae-401f-bdac-0fc172f7a6bf,User,HR,Vietnam,Reedport,14.151.38.16,Windows 11 - Chrome,09:00-17:00,SSO,"GitLab,CRM,VPN"
6ede59e5-6863-452b-9442-c9d0836e2dbb,User,IT,Tanzania,North Matthew,53.228.254.108,Ubuntu 22.04 - Chrome,07:00-16:00,SSO,Jira
92f85801-ee55-4b04-8f82-4eeddc144798,User,Finance,Macao,Lake Kiaraborough,145.119.131.182,Ubuntu 22.04 - Firefox,11:00-20:00,Hardware Token,"Confluence,GitLab,VPN,Database"
8142effa-e483-4aff-9a1b-5851fcf63723,User,Finance,Albania,Tashatown,116.149.112.168,Windows 11 - Safari,10:00-18:00,Hardware Token,"GitLab,Jira,Confluence,HRIS"
a5ee7146-fc1c-4daa-8497-f35e26138384,User,Marketing,Saint Vincent and the Grenadines,East Jessicaview,194.25.204.22,Windows 11 - Edge,10:00-19:00,Password,"Email,Jira,Intranet"
ef1e2413-b1df-440d-9c77-cb8098e0d0a5,User,Sales,Puerto Rico,North Katelyn,90.200.189.176,Windows 11 - Chrome,07:00-16:00,MFA,"GitLab,VPN,CRM"
f53d665b-2d74-4f26-a4e5-d338e285c131,Device,IT,Yemen,East Patrick,117.255.240.240,Network Router,10:00-20:00,Password,HRIS
6f7a7d0f-1c08-4290-9e51-d1b92b2a7948,Device,IT,Nicaragua,North Ashleyview,20.55.192.140,IoT Sensor,09:00-18:00,Biometric,"CRM,AWS Console"
4693bae7-478f-4b7e-be4f-87bccc51dd72,User,Sales,Egypt,Joneshaven,174.187.111.32,Windows 10 - Chrome,09:00-19:00,SSO,"CRM,Confluence,VPN"
387db197-3cd6-4d81-9a9b-25df69432911,User,Executive,Zimbabwe,East Alanberg,79.227.78.83,Ubuntu 22.04 - Firefox,09:00-17:00,Hardware Token,"Jira,AWS Console,GitLab,CRM"
0f1c35d6-151d-42db-b3f5-45ff18433ad7,Device,IT,Bahamas,Lake Dannyberg,156.100.117.138,Network Router,06:00-15:00,Password,"HRIS,Email,Jira,Intranet"
5cdf0cf8-9b73-4a70-9ef6-70b4f13fdd38,User,Finance,Ethiopia,South Amybury,143.156.3.103,macOS 13 - Edge,09:00-19:00,Hardware Token,"GitLab,Database,VPN,Intranet"
35d17840-c886-4961-aaf4-16395f2a44b2,User,Engineering,United States of America,Herreraport,125.41.200.18,Windows 10 - Safari,08:00-18:00,Hardware Token,"HRIS,Intranet,Database,Email"
d3e2ca2a-6834-497e-a07a-e6f54c86fd53,User,HR,Oman,East Jessicastad,20.236.247.39,macOS 13 - Firefox,10:00-20:00,MFA,VPN
50ed8be7-dccd-41bb-badb-fa8102cacc6a,User,Engineering,Isle of Man,Harperberg,169.80.51.248,Windows 10 - Chrome,11:00-21:00,MFA,"CRM,VPN,Jira"
2c32962d-6c14-4bc8-be70-23efe8b808a2,User,Finance,Ukraine,East Gail,190.100.174.138,macOS 13 - Chrome,06:00-16:00,Password,"HRIS,Jira,Email"
3d9e088a-fa6c-440b-93fd-6e39cad6fe5c,User,Executive,Brazil,Johnsmouth,1.167.157.219,Windows 11 - Edge,08:00-18:00,SSO,"VPN,Intranet,Database,Confluence"
d8f66a98-b0fe-44fa-86f4-7159ffae3c2a,User,Operations,Micronesia,Powellview,124.193.68.174,macOS 13 - Safari,06:00-16:00,SSO,"HRIS,GitLab,CRM"
82a6a854-c65b-4e65-af69-dc44786d8763,User,IT,Burkina Faso,Nancymouth,39.92.197.186,Windows 11 - Firefox,08:00-16:00,Biometric,"Confluence,VPN"
3be52730-a2a1-46a2-8ad6-1e4f5ead889d,Device,IT,Antarctica (the territory South of 60 deg S),Port Joshua,181.191.86.235,IoT Sensor,10:00-18:00,Biometric,AWS Console
38cc6e81-c721-4124-a0e5-11a46cde8d11,User,Executive,Canada,Jenniferland,145.142.10.131,Windows 10 - Edge,10:00-18:00,Password,"Confluence,HRIS,Jira,Database"
2f0815bd-ed79-4009-aded-9fff594bd13e,User,Executive,Martinique,Flynnmouth,53.19.18.175,Ubuntu 22.04 - Edge,09:00-19:00,Password,Jira
d846c40c-3313-4142-8340-90305d1c5b41,User,Operations,Mongolia,Port Andrew,90.229.12.101,Windows 10 - Safari,10:00-20:00,SSO,"Jira,AWS Console,Intranet"
add3bd5e-0c2d-4466-8f7d-0302f25b46db,User,Engineering,Singapore,Hollyhaven,59.64.4.250,macOS 13 - Chrome,11:00-21:00,Biometric,Database
8e1c807b-2ccd-44e4-8666-36cf6c6a22f4,User,Operations,Mali,Roweville,211.167.130.164,macOS 13 - Safari,07:00-17:00,Password,"Intranet,Database,VPN,HRIS"
934b3250-b103-48fb-a644-194d47725f18,User,IT,Comoros,West Kathymouth,38.251.81.134,Windows 10 - Chrome,10:00-18:00,MFA,"GitLab,Email,AWS Console"
b0c512e0-a244-4dbb-b759-37e07b6a9dee,Device,IT,Belgium,New Charlotte,174.239.222.44,IoT Sensor,07:00-17:00,MFA,"Intranet,GitLab"
16b6a1b8-a1e7-4092-8817-8f4fb7344625,User,Executive,Algeria,Amyhaven,180.214.2.174,Ubuntu 22.04 - Chrome,06:00-16:00,MFA,"GitLab,Database"
36b011dc-d7d5-416d-80c4-53f29715a130,User,HR,Vanuatu,Lake Blake,36.223.191.89,Ubuntu 22.04 - Chrome,06:00-14:00,Biometric,"Intranet,GitLab,HRIS,Email"
c98c315f-8322-4472-aa4b-57de6689486c,User,Engineering,Jamaica,New Rickton,223.217.246.92,Windows 10 - Firefox,09:00-18:00,Hardware Token,"CRM,Confluence"
ff1833de-b5e6-4fb4-b54e-1a47b63f9b51,User,Operations,Kuwait,Florestown,11.25.0.224,macOS 13 - Safari,09:00-17:00,Password,"Confluence,GitLab,Jira,AWS Console"
3ee2a1bb-1de3-4159-9c68-51f48bd3ab44,Device,IT,Monaco,Port Jamie,108.108.169.200,IoT Sensor,06:00-15:00,Password,Jira
c06507a8-dd35-4faa-a399-2c56686d5acb,User,IT,Romania,South Shannon,97.30.124.116,Windows 11 - Chrome,06:00-14:00,MFA,"Jira,HRIS,AWS Console,Email"
fac91c58-95b6-4ec3-a4d1-654e05467d53,User,Operations,United States Virgin Islands,Ryanhaven,116.76.206.155,Windows 10 - Chrome,11:00-20:00,MFA,"Intranet,Jira"
8df34979-e272-418b-9fd4-80864e26818f,User,Engineering,Syrian Arab Republic,Port Sandraberg,147.99.53.62,Windows 11 - Firefox,10:00-19:00,Hardware Token,"AWS Console,Database,Intranet"
407e4f55-c659-42a2-bf7b-59e3e1cff723,User,Executive,Dominica,Vancestad,28.49.182.211,Windows 10 - Safari,11:00-21:00,Hardware Token,"HRIS,Database,VPN,Email"
480302c5-6fef-490a-9fc1-7e1e255c975c,User,Sales,Marshall Islands,Crystalmouth,49.163.156.188,macOS 13 - Safari,07:00-16:00,Password,"AWS Console,Jira"
8b94aaa5-5d97-4657-be4a-4b93f5404b1e,User,Engineering,Singapore,Ryanborough,47.75.70.145,Windows 10 - Firefox,09:00-17:00,Password,"CRM,GitLab,Email,VPN"
c114f2e6-5d38-448a-9c4d-bf94354482bb,User,Marketing,Somalia,Port Seanborough,101.189.220.181,Windows 10 - Chrome,07:00-16:00,Password,"Email,VPN"
84c7ee28-609f-413e-ab67-e6286a7af127,User,Sales,Heard Island and McDonald Islands,Jeffreyberg,184.106.203.182,macOS 13 - Safari,10:00-18:00,MFA,"GitLab,AWS Console"
ecefd2fc-6c76-4182-8ca2-fde0f09d00e2,User,IT,Pitcairn Islands,Port Dwayne,148.14.253.146,Windows 11 - Firefox,06:00-16:00,MFA,"Intranet,Database"
d5527ed6-00d7-4497-8ed1-8fc5227fd5c0,Device,IT,Samoa,East Davidburgh,216.30.133.8,App Server,08:00-18:00,SSO,"Jira,Intranet,Email,AWS Console"
d2df8acc-bc17-412e-80fe-ad65148a8f9b,Device,IT,Serbia,East Jason,169.180.158.212,IoT Sensor,10:00-18:00,SSO,Database
6fdb4bc5-ef23-4be9-8e1f-cf82b9727211,User,Operations,Antigua and Barbuda,New Lisamouth,89.199.29.60,Windows 10 - Firefox,06:00-15:00,Password,HRIS
e697eafb-ebb1-49c0-a215-d1d479a6212f,User,HR,Sri Lanka,West Laura,223.101.102.107,macOS 13 - Firefox,10:00-18:00,SSO,"VPN,Email,Jira,CRM"
b6e3b859-3ce7-4aea-8a34-d91c86bc04e0,Device,IT,Peru,East Tammymouth,133.224.131.249,Database Server,11:00-20:00,MFA,"CRM,VPN,GitLab"
5fcb3690-1ce2-438b-8ccc-af3cd42bc784,User,HR,United States of America,Moodyland,69.171.119.139,Windows 11 - Safari,11:00-19:00,SSO,HRIS
1b91bbfb-d695-4dc3-8d9c-1abfab373850,User,Engineering,Svalbard & Jan Mayen Islands,East Erikahaven,49.12.99.147,Windows 11 - Edge,09:00-17:00,Password,"HRIS,CRM,VPN,Database"
d1d66f48-2d57-416d-a67d-ccb5793e9d51,Device,IT,Malawi,West Charleschester,205.177.74.42,Database Server,11:00-19:00,SSO,"CRM,Email,AWS Console"
e6b608e6-5fed-4160-9314-5de97d07cef5,User,Executive,Ireland,North Devin,51.129.63.71,macOS 13 - Edge,11:00-20:00,Biometric,"VPN,Intranet"
61c7ec10-9041-4173-b5be-36bd443af135,User,HR,Slovenia,West Amandafort,218.188.121.65,Windows 11 - Chrome,08:00-18:00,Password,"VPN,Email,Intranet"
c770a84b-0645-49bb-899f-37492a6261af,User,Marketing,Montserrat,Robertton,194.96.137.223,macOS 13 - Safari,10:00-18:00,SSO,"Jira,VPN,Intranet,Confluence"
b86084c0-c616-40a9-a6f8-10846239249c,User,Executive,Reunion,Tracychester,51.208.146.104,macOS 13 - Firefox,06:00-15:00,MFA,HRIS
d835fd94-1805-479d-a36a-ab24a071aba8,User,Operations,Papua New Guinea,Perryborough,3.78.231.10,macOS 13 - Safari,10:00-19:00,SSO,GitLab
10f1d536-46cb-46a1-b496-6be39984a043,Device,IT,Isle of Man,Lake Peter,107.201.155.19,App Server,08:00-17:00,Password,"Database,Intranet,Confluence,GitLab"
8dd49264-eddf-4050-8b04-a6b3e98d6515,User,IT,Cocos (Keeling) Islands,Lake Michaelmouth,154.186.60.2,Windows 11 - Firefox,07:00-15:00,Hardware Token,Jira
c01b2efe-6b7f-41d2-82e4-e395aba23de8,User,Marketing,Slovenia,South Candicemouth,191.60.182.73,macOS 13 - Firefox,07:00-17:00,Hardware Token,HRIS
79359710-36b3-40a1-835e-84c9cd838d81,Device,IT,Serbia,Russellton,220.74.247.215,App Server,11:00-20:00,Password,"GitLab,Confluence,HRIS"
5d0ff909-521e-4021-864e-7b934964d172,User,Sales,French Polynesia,Lake Timothyside,159.60.143.196,macOS 13 - Edge,07:00-15:00,Password,"HRIS,VPN,AWS Console,Intranet"
30c3165b-d3c5-4de1-ae15-6e6c08e4d986,Device,IT,Panama,East Jennifer,153.233.235.199,Load Balancer,11:00-20:00,Hardware Token,"Jira,AWS Console"
41b89f7f-a9d0-43c9-88be-953c2d5799e8,User,HR,Russian Federation,Laneborough,134.52.3.250,Windows 10 - Firefox,10:00-18:00,SSO,"Intranet,AWS Console,GitLab"
06937495-aae1-467b-8d79-05feec3b85c0,User,HR,Philippines,North Christy,156.123.169.61,Ubuntu 22.04 - Edge,09:00-18:00,MFA,AWS Console
55be4884-4d15-4a64-b687-d75bb338fe25,User,HR,Solomon Islands,Lake Jessicamouth,172.223.137.203,Windows 10 - Safari,10:00-18:00,Biometric,"AWS Console,GitLab,HRIS,VPN"
1058bf4c-9afd-4389-a3d8-6b760a6cf07e,User,Marketing,Cambodia,New Brendaton,145.173.12.111,Windows 10 - Edge,11:00-21:00,Hardware Token,Confluence
4d939588-16d7-402d-a7f4-0ad4e02ece97,User,Sales,Saint Pierre and Miquelon,Williamston,204.118.253.230,Ubuntu 22.04 - Firefox,08:00-16:00,Biometric,Confluence
fff2d840-a9e5-4686-a573-b8a9f73bbbe5,User,Finance,Ireland,Fullerhaven,30.7.23.194,Windows 10 - Edge,09:00-17:00,Hardware Token,CRM
4ce90902-d3a7-4913-9d44-335a6ce984b7,Device,IT,Trinidad and Tobago,Bobbyshire,203.156.132.203,Network Router,11:00-21:00,Password,"Database,AWS Console,VPN,Email"
74b83091-bb5f-4b32-84d7-e526c535975b,User,IT,Vietnam,Michellechester,145.82.213.78,Ubuntu 22.04 - Edge,11:00-19:00,SSO,"HRIS,Confluence,CRM,Intranet"
ee3f2ba7-dd40-443d-8ce3-56c967b2a7fa,Device,IT,Bosnia and Herzegovina,Marcusmouth,184.35.106.107,IoT Sensor,08:00-17:00,Hardware Token,CRM
7d5a99e8-0a5e-4556-84fc-207cac45ad7a,Device,IT,Brazil,Virginiafurt,116.88.132.105,Network Router,07:00-17:00,Biometric,"Database,CRM"
d65c944d-311a-454b-b936-ed792e96e93e,User,Marketing,Benin,West James,16.1.82.8,Windows 10 - Chrome,06:00-15:00,MFA,Confluence
